ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT DESCRIPTION,CDC DATE,COC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,TIF SUBSIDY PERCENTAGE,AFFORDABLE UNITS,WARD,COMMUNITY AREA,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1578,53rd Street,IGA - CBE - Canter - MS,4959 S Blackstone Av,,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education.,05/13/2009,,150000,300000,50,,4,Kenwood,1186808.191102859,1872169.10112007,41.80434474,-87.590394938,"(41.8043447404251, -87.5903949382913)"
10742,"Calumet Cermak,Michigan/Cermak",IGA - MPEA - HOTEL,2121 S Prairie Av,Metropolitan Pier and Exposition Authority,Intergovernmental agreement with Metropolitan Pier and Exposition Authority concerning construction and rehabilitation of property at approximately 2121 S Prairie Ave.,03/05/2014,,55000000,421500000,13.05,,3,Near South Side,1178441.925284149,1890066.479891308,41.853650885,-87.620533581,"(41.853650885040594, -87.62053358114167)"
12411,35th/Halsted,IGA - CBE - ADA - Armour III,950 W 33rd Pl,Chicago Public Schools,Intergovernmental Agreement Between City of Chicago Public Schools,09/01/2017,,1532095,4205845,36.43,,11,Bridgeport,1170302.817294751,1882796.194193192,41.833882099,-87.650618975,"(41.83388209925066, -87.65061897501748)"
1245,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark,3400 N Rockwell St,,This agreement between the City of Chicago and the Chicago Park District consist of the purchase of property and the expansion of Clark Park,03/01/2006,,5676700,7176700,79.1,,47,North Center,1158226.523075392,1922486.97700569,41.943052041,-87.693844427,"(41.94305204108928, -87.69384442695068)"
11069,"Clark/Ridge,Red and Purple Modernization Phase One Project",IGA - CBE - Pierce Elementary,1423 W Bryn Mawr Av,Chicago Public Schools,Pierce Elementary School Fieldhouse and Air Conditioners - IGA pending,10/03/2013,,350000,350000,100,,48,Edgewater,1165723.80351755,1937258.242590764,41.983428189,-87.665865373,"(41.98342818917878, -87.66586537292214)"
10727,"Central West,Central West",IGA - CTA - Illinois Medical District Blue Line rehabilitation,430 S Damen Av,Chicago Transit Authority,"An Intergovernmental Agreement between the City of Chicago and the Chicago Transit Authority
for Tax Increment Financing (TIF) assistance for Blue Line rehabilitation",03/05/2014,,23000000,23000000,100,,"2,27",Near West Side,1163094.489163708,1897853.051423383,41.875353748,-87.676645454,"(41.875353748415776, -87.67664545418388)"
14181,Stevenson Brighton,IGA - CPD - Brighton Park,3501 S Richmond St,Chicago Park District,"Located in Brighton Park, the project includes renovating the playground, replacing equipment as needed, and replacing surfaces.",03/24/2021,,125000,125000,,,12,Brighton Park,1157249.987061906,1880656.683680562,41.828285715,-87.698570948,"(41.828285715248015, -87.69857094756334)"
1792,47th/King Drive,Bronzeville Artist Lofts,436 E 47th St,Revere Properties/Three Corners LLC,"Located in Grand Boulevard, the project includes acquiring a 33,614 square foot mixed-use building with 12,333 square feet of commercial space on the first floor and residential above. The property will undergo two components of rehabilitation: affordable live/work rental apartments for artists and multi-unit commercial development.",10/31/2012,08/08/2014,1085807,5961876,18.21,,3,Grand Boulevard,1180131.925525074,1873998.519502977,41.809520569,-87.614824016,"(41.809520568844306, -87.61482401603094)"
1663,Lawrence/Pulaski,Thai Town Center,4461 N Pulaski Rd,Thai Town Center Inc,"The Thai Town Center project is located in the Lawrence/Pulaski TIF district.  The project consists of the rehabilitation and adaptive reuse of the former 17th district police station. The project includes about 6,000 square feet of commercial/retail space.",04/13/2011,,1506306,3365730,44.75,,"39,35",Albany Park,1148957.376637025,1929594.371906684,41.962739983,-87.727728722,"(41.96273998329415, -87.72772872228448)"
12862,24th/Michigan,Ickes (Southbridge) - Phase 1 - 4%,2310 S State St,Community Builders Inc.,"Located in Near South, the Phase 1 (Block B) of the development will include a total of 39 low income units at or below 60% AMI, 12 moderate at 80% AMI and 52 market rate units for a total of 103 units, and a total of 19,000 sf of retail space within the entire phase.",06/12/2019,,12750000,53508000,23.83,51,3,Near South Side,1176639.706507291,1888972.347305775,41.850689371,-87.627181332,"(41.85068937081612, -87.62718133230679)"
1353,69th/Ashland,Food 4 Less,7030 S Ashland Av,Ralphs Grocery Company,"Located in the West Englewood community, the project includes construction of a 62,000 square foot grocery store and 223 space parking lot.",02/09/2005,11/01/2007,977000,11878878,8.22,,17,West Englewood,1166858.451866189,1857955.501468137,41.76579077,-87.663966886,"(41.76579077043187, -87.66396688645497)"
500242,Stony Island Commercial/Burnside Industrial,Dixon Park (4007),8701 S Dauphin Av,Chicago Park District,"Lorraine Dixon Park is located at 8701 S Dauphin Street. 
 
Alderman Harris is requesting $1M from the Stony Island TIF for improvements to this park, which include a new park entry / garden, path improvements, and playground replacement to meet current Park District standards.    
 
Total cost of the project is $1M.   (Reimburse at $200k per year for 5 years) 
 
Uses Budget: 
Park entry plaza with gardens            $120,000 
Walkways, landscaping, lighting         $230,000 
New playground and spray feature    $440,000 
Survey and permits                              $10,000 
General construction                          $100,000 
Design                                                    $100,000 
Total =                                                   $1,000,000 
 
This project is identified in the 2012 - 2016 Park District Capital Improvement Plan.",12/31/2013,,350000,725000,48.28,,8,Chatham,1184114.065616973,1847472.338129763,41.736637992,-87.601046799,"(41.73663799170645, -87.60104679870054)"
500467,47th/Halsted,Lowe Park,5203 S Lowe Av,Chicago Park District,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,10/03/2012,,550000,550000,100,,3,New City,1172887.572084787,1870354.415311236,41.799683905,-87.64150252,"(41.79968390464737, -87.64150251982599)"
11065,Roosevelt/Cicero Industrial Corridor,IGA - CBE - Rockne Stadium lighting,1117 S Central Av,Chicago Public Schools,CPS - Rockne Stadium lighting - IGA pending,09/04/2013,,700000,700000,100,,29,Austin,1139307.197665271,1894636.296407332,41.866992744,-87.764062368,"(41.86699274439651, -87.76406236776494)"
1241,Roosevelt/Canal,UPS - 14th Union,1500 S Jefferson St,"United Parcel Service, Inc.","UPS has proposed the assemblage, remediation and redevelopment of three privately owned parcels, one parcel beneath an elevated portion of the Dan Ryan Expressway that is controlled by the State of Illinois and two street vacations. The project will also include the reconfiguration and renovation of existing UPS structures and parking improvements that are located east of the Dan Ryan Expressway.  The remediation and redevelopment of several lots totaling 770,000 square feet and include feeder lots with a total of 758 parking spaces.  The project will also include relocation of utilities, installing gateways, and signage.",09/29/2004,01/19/2007,6933800,24151801,28.71,,"2,11",Near West Side,1172528.866926829,1892979.164180197,41.861776158,-87.642150411,"(41.86177615768558, -87.6421504112507)"
1328,Clark/Ridge,Ravenswood Sr Apts,1818 W Peterson Av,Ravenswood Partners of Illinois L.P.,"Located in the West Ridge community area, the project constructed a 9-story building for senior citizens.  There are 187 residential units for senior citizens and 65 parking spaces.",11/01/2005,05/20/2009,5820000,34387474,16.92,187,40,West Ridge,1162949.471947986,1939941.189311289,41.990849158,-87.675993088,"(41.990849157684345, -87.67599308836398)"
500258,Central West,IGA - West Haven Park,1900 W Washington St,Chicago Park District,An intergovernmental agreement between the City of Chicago and Chicago Park District.,01/15/2014,,3050000,3050000,100,,27,Near West Side,1163693.734948679,1900750.314973358,41.883291482,-87.674363585,"(41.88329148185964, -87.67436358452834)"
1442,Western Avenue South,N. Center Sr. - Belle Plaine Condo,2335 W Belle Plaine Av,North Center Associates LLC,"Located in the North Center community, the project includes the construction of a 141,000 square foot five-story senior condominium building.  The project provides a minimum of 50 affordable housing units for senior households earning no more than 80% area median income and the remaining 47 units will be priced below market rate.  The senior condominium building includes a community room, exercise room, library, and 112 parking spaces.",01/11/2007,07/05/2011,3380000,27465722,12.31,84,47,North Center,1159911.601853147,1927126.641619041,41.955748886,-87.687522433,"(41.95574888626088, -87.68752243256986)"
1756,Western/Ogden,IGA - CPD - Park 0206 - Altgeld,515 S Washtenaw Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,03/31/2012,,750000,1762548,42.55,,"2,28",East Garfield Park,1158488.481450452,1897480.510131188,41.874426916,-87.69356713,"(41.874426916420454, -87.69356712985399)"
14771,Midwest,IGA - CPD - Douglass Park,1401 S Sacramento Dr,Chicago Park District,Intergovernmental agreement between Chicago Park District and City of Chicago.,06/25/2021,,600000,600000,,,24,North Lawndale,1156259.037297333,1893264.845465441,41.862904001,-87.701866545,"(41.86290400128565, -87.70186654467679)"
12326,Elston/Armstrong,IGA-CBE-Farnsworth School Space to Grow,5414 N Linder Av,Chicago Public Schools,Provide campus wide site improvements in conjunction with the Department of Water Management and Metropolitan Water Reclamation District to improve storm water retention at Farnsworth ES. As part of the Space to Grow program the improvements will transform an asphalt play area into a turf field and landscaped grassy area complete with a playground. The Project is to be completed by fall of 2018.,07/25/2018,,400000,1600000,25,,45,Jefferson Park,1138478.050115605,1935743.024901423,41.979809199,-87.766108091,"(41.97980919943396, -87.76610809089279)"
1286,"72nd/Cicero,Greater Southwest Industrial (West)",Tootsie Roll,7401 S Cicero Av,"Tootsie Roll Industries, Inc. et al","Located in West Lawn community, the project consists of rehabilitating a 2 million square foot manufacturing, distribution, and warehouse facility.  The project also includes 500,000 square foot expansion and environmental remediation.",11/17/1993,,43400000,217000000,20,,"13,18",West Lawn,1145714.690945024,1855226.754892337,41.758727998,-87.741535662,"(41.75872799769038, -87.74153566231715)"
11801,Western Avenue North,IGA - CBE - Amundsen HS III - CTE,5110 N Damen Av,Chicago Public Schools,"This project includes the costs associated with converting an existing computer lab into a website design training lab and existing classrooms into a standard computer lab. Project work includes providing new wireless access points and power/data for overhead projectors, improvements to classroom flooring, painting of walls and ceilings in classrooms, and new attached marker boards.",04/13/2016,,760000,795000,95.6,,40,Lincoln Square,1162034.156601624,1934187.196346798,41.975079215,-87.679521391,"(41.97507921514951, -87.67952139085273)"
11129,Humboldt Park Commercial,IGA - PBC - Humboldt Park Library,1605 N Troy St,Public Building Commission,An intergovernmental agreement between the City of Chicago and Public Building Commission. This project includes renovation of an existing public library building and new construction of an addition.,02/09/2011,,4500000,4498906,100.02,,26,Humboldt Park,1155137.563754018,1910540.376060694,41.910332308,-87.70551941,"(41.910332307504966, -87.70551941016132)"
1058,24th/Michigan,Broad Shoulders Brewery,2337 S Michigan Av,BSB Holdings LLC,"Located in the Near South Side community, Broad Shoulders Brewery is rehabilitating a three story building into a 5,130 square foot micro-brewery/tasting room and 3,716 square foot office space.  Work includes interior improvements and historically sensitive exterior restoration.",01/01/2013,05/22/2015,628000,3140000,20,,3,Near South Side,1177621.248938479,1888730.928508031,41.850004696,-87.623586244,"(41.85000469552829, -87.62358624366739)"
1264,"Division/Hooker,Goose Island",FedEx - W Division,875 W Division St,Federal Express Corp.,"Located in Near North Side community area, the project includes construction of 120,000 square foot sorting and distribution facility.",07/10/1996,,2200000,12402672,17.74,,"32,27",Near North Side,1170021.369852544,1908162.397410816,41.903495034,-87.65091175,"(41.90349503410579, -87.6509117502969)"
1632,Galewood/Armitage Industrial,IGA - CPD - Park 0127 - Rutherford Sayre - I,6865 W Belden Av,Chicago Park District,"The project includes the disassembly of the existing playground which has outdated
equipment and surfacing that do not meet current Chicago Park District standards. The existing
playground will be replaced with new equipment and rubberized soft surfacing, which meet or
exceed Chicago Park District standards and ADA accessibility guidelines, including providing
ramps to play structures where possible. Additional design elements include landscaping with
native, sustainable plantings, fencing, pathways, site amenities, grading/drainage, and drinking
fountains.
14",03/18/2009,,300000,490000,61.22,,"36,29",Montclare,1130029.211626817,1914270.442484872,41.921035354,-87.797673719,"(41.921035354381125, -87.79767371875488)"
1763,Midwest,IGA - CPD - Park 0218 - Douglas,1401 S Sacramento Av,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District  CHICAGO PARK DISTRICT,11/01/2013,,2000000,2060000,97.09,,24,North Lawndale,1156259.037297333,1893264.845465441,41.862904001,-87.701866545,"(41.86290400128565, -87.70186654467679)"
1251,Chicago/Kingsbury,Eport - 600 W Chicago,610 W Chicago Av,Eport 600 Property Owner L.L.C.,"Located in the Near North community, the project includes the construction and rehabilitation of several mixed-use facilities.  The project  includes a total of 1.7 million square feet of space, parking and street and streetscape improvements.",07/29/2003,12/29/2003,33243085,286675924,11.6,,27,Near North Side,1172083.139609452,1905658.2214894,41.896578176,-87.643412445,"(41.896578176013826, -87.64341244537296)"
1016,Central Loop,Sullivan Center,1 S State St,"One South State Street, L.L.C.","Located in the Loop, the project includes renovation and rehabilitation of 700,000 square feet of existing retail space,  The project also includes renovating 300,000 square feet as office space with a separate entrance on State St.",01/12/2000,,14977400,72458143,20.67,,42,Loop,1176418.991875476,1900379.096438144,41.881995198,-87.627647245,"(41.88199519763546, -87.62764724522982)"
11085,Jefferson Park,IGA - CTA - Blue Line Modernization - Your New Blue - Jefferson Park,4915 N Milwaukee Av,Chicago Transit Authority,"Renovation of CTA Blue Line Jefferson Park station in order to highlight its significant function as an intermodal facility serving CTA, Metra and Pace riders.",03/18/2015,,5000000,25000000,20,,45,Jefferson Park,1139467.068925272,1932225.753966415,41.970139484,-87.762557003,"(41.970139483650314, -87.76255700293792)"
1488,Belmont/Cicero,Sr Suites - Kelvyn Park,2715 N Cicero Av,"Senior Suites Chicago Kelvyn Park, LLC","Construction of a  6-story 85-unit senior (62+) rental building with 6k sf community space, 42 parking spaces; Green Roof (50% roof area), City Dept of Senior Services satellite service center located on-site",05/14/2008,12/21/2009,3500000,19423235,18.02,85,31,Belmont Cragin,1143963.79499661,1917674.646895865,41.930126569,-87.746388539,"(41.93012656882587, -87.74638853894864)"
1776,47th/Halsted,IGA - CPD - Park 0448 - Metcalfe,4134 S State St,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/2011,,125000,125000,100,,3,Grand Boulevard,1176922.908944393,1877481.350145822,41.819150781,-87.626488978,"(41.819150781484424, -87.62648897778216)"
1534,Madden/Wells,Madden Wells - 1-A - For Sale - Arches,3903 S Cottage Grove Av,"Granite Partners for Oakwood Boulevard, LLC","Located in the Oakland community, the project includes the construction of 129 units, which include12 single family homes, 16 row houses, 47 townhomes, and 9 six-flats.  The project consists of 102 market rate for-sale units and 27 affordable for-sale or public housing units which 12 units at 80% area median income and 15 units at 100% area median income.",03/09/2005,,4627237,45189033,10.24,,4,Grand Boulevard,1182296.232810667,1879236.179477589,41.823843174,-87.606723345,"(41.82384317366861, -87.60672334477961)"
1695,Pulaski Corridor,North and Pulaski Sr Housing,3939 W North Av,Sacramento and Thomas Corporation,"Located in Humboldt Park, the project entails construction of a five-story affordable rental senior housing building with 21 parking spaces. The project will provide 71 rental units for seniors aged 55 and older. All of the units will be for households whose incomes range at or below 30% to 80% of area median income.",01/01/2013,07/02/2015,4000000,18213230,21.96,72,"1,26",Humboldt Park,1149678.04231574,1910302.338527023,41.909787014,-87.725581918,"(41.909787014262776, -87.72558191840169)"
1718,47th/State,IGA - CBE - ADA - Burke,5356 S Dr Martin Luther King Jr Dr,Chicago Public Schools,An intergovernmental agreement between the City of Chicago and the Chicago Board of Education regarding accessibility improvements.,04/13/2011,,1000000,2554005,39.15,,3,Washington Park,1179801.46915742,1869357.523355498,41.796792845,-87.616178092,"(41.79679284535837, -87.61617809193172)"
1659,River West,WaterSaver Faucet,708 W Erie St,"Raffin Properties, Inc.","Located in West Town, the project consists of rehabilitation and modernization of an existing 79,200 square floor manufacturing facility and a 45,000 square feet, 3-story expansion.",02/09/2011,05/22/2015,5200000,26227785,19.83,,27,West Town,1171288.457805243,1904530.578230772,41.893501353,-87.646364311,"(41.89350135273844, -87.64636431115713)"
13245,Lawrence/Kedzie,Peterson Elementary Athletic Field IGA,5510 N Christiana Av,Chicago Public Schools,"This is an intergovernmental agreement between DPD and CPS to use TIF financing to fund rehabilitation  improvements to Peterson Elementary.

Peterson is located in the North Park neighborhood. . 

The project will be completed in the summer of 2019. The project will redeveloped 20,000 square foot athletic field to include:  new drainage; concrete containment; asphalt walking track with synthetic turf field; landscaping

The $1,560,000 rehab project will be funded by : $1,000,000 [65%] in TIF and $560,000 from the Illinois Bond Fund.",06/27/2018,,1000000,1560000,64.1,,39,North Park,1153016.828138496,1936489.312019876,41.981580415,-87.712619884,"(41.981580414778016, -87.71261988426222)"
1774,Lincoln Avenue,IGA - CPD - Park 0241 - Mather Park,5941 N Richmond St,Chicago Park District,An intergovernmental agreement between the City of Chicago and the Chicago Park District,11/16/2011,,250000,450000,55.56,,40,West Ridge,1155652.814956536,1939258.801465336,41.989127202,-87.70285048,"(41.989127202300466, -87.70285048044002)"
1743,"24th/Michigan,24th/Michigan",IGA - CTA - Red Line - Cermak Station,138 W Cermak Rd,Chicago Transit Authority,"Work includes installation of an elevator, as well as a new station house, with the customer assistant
booth and fare array ground level.",01/13/2011,,600000,13100000,4.58,,"2,3,25",Armour Square,1175600.831245714,1889797.484217058,41.852976986,-87.630969399,"(41.85297698593971, -87.63096939855825)"
1523,Near North,River Village - Site I,846 N Kingsbury St,River Village Townhomes,"Located in the Near North community, the project includes construction of 119 residential units which include 92 townhomes and 27 multi-level units.  The project consists of 91 market rate for-sale units, 10 affordable for-sale units, and 18 CHA units.",09/14/2005,01/17/2006,3554915,6513142,54.58,28,27,Near North Side,1172079.184598444,1906116.059065011,41.897834596,-87.643413449,"(41.89783459627425, -87.64341344905836)"
1409,Eastman/North Branch,Tru-Vue,1315 N North Branch St,"Tru Vue, Inc.","Located in the Near North community area, the project includes rehabilitation  of an existing building and construction of a 40,000 square foot building.",10/07/1993,,620000,4854000,12.77,,"32,27",Near North Side,1168524.466666319,1908707.604768477,41.905023662,-87.656394372,"(41.90502366191824, -87.65639437158833)"
1355,Lawrence/Broadway,Gunnison Lofts,4840 N Broadway,"Gunnison St. Lofts, L.L.C. and Bridgeview Bank Group Trust No. 1-3074","Located in the Uptown community, the project consists of rehabilitating an existing building.  The project will include 11,000 square feet of commercial space, 9 condominiums, including 5 affordable units, and 13,000 square foot basement with 23 parking spaces and storage units.",10/01/2003,03/02/2007,1100000,8531412,12.89,,"48,46",Uptown,1167397.52643062,1932442.610433074,41.970177997,-87.659849007,"(41.970177996889234, -87.65984900729137)"
12424,35th/Wallace,IGA - CBE - McClellan Elementary - Interior Improvements & Athletic Development,3527 S Wallace St,Chicago Public Schools,"This is an intergovernmental agreement between DPD and CPS to use TIF financing to fund rehabilitation improvements to McClellan Elementary School. 

The project is located in the Bridgeport neighborhood. 

The project was completed in the December of 2018. The project:
--constructed an exterior elevator addition connecting all four floors
--added accessible toilets. 
--re purposed classroom and cafeteria space to increase capacity   
--built a new track and field with lighting. 
--expanded the school property 75 feet to south by purchasing To do so three adjacent residential lots 

The $4,000,000 project will be paid for entirely with TIF funding.",06/27/2018,,4000000,4000000,100,,11,Bridgeport,1172917.689013697,1881398.62487221,41.829989616,-87.64106579,"(41.829989616224736, -87.64106578961876)"
1502,Chicago/Central Park,Rosa Parks Apts,3215 W Huron St,Rosa Parks L.P and Bickerdike Redevelopment Corp,"New construction of 94 affordable rental units on eight scattered sites in the Humboldt Park neighborhood.  There will be a mix of two-flats, three-flats, six-flats and a four-story building within a four block radius. The project will provide one to four bedroom units of which 100 percent will be affordable for households earning no more than 60% of the area median income.  Of the units, fifty-five will be accessible.  There will also be 1:1 parking in the rear of the buildings where the areas will be paved, well-lit and appropriately landscaped.  There is an eighteen month construction period for this project.",07/09/2008,03/01/2012,3506624,27147184,12.92,94,"27,28,37",Humboldt Park,1154724.085947616,1904442.810773454,41.893608328,-87.707201867,"(41.89360832762634, -87.70720186660702)"
1400,Division/North Branch,River North Distributing,1300 N North Branch St,River North Distributing,"The project includes demolishing the existing building and construction of a new building which includes 13,000 square feet of office space, 31,000 square foot refrigerated cooler, 17,000 square foot truck drive through, 5,000 square foot receiving docks, 6,000 square foot ambient area, and parking.  The project also consists of construction of a seawall along Chicago River, environmental clean-up, landscaping, and site work.",04/12/1991,,2615000,10515900,24.87,,"32,27",Near North Side,1168488.125088024,1908561.596221196,41.904623792,-87.656532096,"(41.90462379227976, -87.65653209626667)"
12320,Kinzie Industrial Corridor,The Hatchery,3100 W Lake St,IFF,"Located in the East Garfield Park Community, The Hatchery is an approximately 67,000 square foot food entrepreneur incubator/office space. The Project includes food grade flexible space and business support services. It is the planned new headquarters for Accion. Project includes new construction and the renovation of a building currently on site. The Project will be located on a 3.6 acre site on 3100 block of West Lake Street.",10/11/2017,12/30/2019,7172228,32375500,22.15,,27,East Garfield Park,1155657.648992895,1901066.851361567,41.884325626,-87.703864152,"(41.88432562642416, -87.70386415169119)"
1430,Stockyards I-C,Culinary Foods,4201 S Ashland Av,Culinary Foods,"Located in the New City community area, the project includes construction of a 100,000 square foot manufacturing and warehouse facility and a 75,000 square foot freezer and warehouse facility.",06/16/1994,,5000000,22909033,21.83,,11,New City,1166418.649694245,1876862.67667976,41.817683733,-87.6650402,"(41.81768373303753, -87.6650402000434)"
11079,Midwest,"IGA - CBE - Faraday, Jensen, and Ericson",3250 W Monroe St,Chicago Public Schools,"Ward 28 Modern Schools Surplus Reallocation: Faraday, Jensen, & Ericson - IGA pending",03/10/2014,,2300000,2300000,100,,28,East Garfield Park,1154521.276678498,1899387.886214201,41.879741174,-87.708081989,"(41.879741173507504, -87.70808198850602)"
13246,Clark/Ridge,Senn High School IGA CPS Various Imprv,5900 N Glenwood Av,Chicago Public Schools,"This is an intergovernmental agreement between DPD and CPS to use TIF financing to fund rehab improvements to Senn High School in the Edgewater neighborhood. 

The project was completed in December of 2018. It included the following:
--new ADA modifications and a new west entry that provides access to the Park District programs located at the school
--accessible ramps added to the exterior. 
--renovations to  boys and girls lockers rooms
--addition of a fitness room
--structural repairs to pluming, electric and floors 
-- upgrades to some classroom space


The $3,000,000 project was paid for entirely with TIF funding",06/27/2018,,3000000,3000000,100,,48,Edgewater,1165871.809887314,1939308.369463206,41.989050629,-87.665262221,"(41.989050628507, -87.66526222088731)"
11594,Woodlawn,IGA-CBE-Wadsworth ES,6650 S Ellis Av,Chicago Public Schools,Intergovernmental Agreement with the Board of Education of the City of Chicago in order to provide Tax Increment Financing (TIF) funds to reimburse the Chicago Board of Education for the costs associated with campus wide site improvements 	that will include improvements to the storm water retention system at James Wadsworth Elementary School (Wadsworth).,09/24/2015,,500000,500000,100,,5,Woodlawn,1183997.399064152,1860905.943801238,41.77350389,-87.601055311,"(41.773503889811025, -87.6010553110708)"
1586,Hollywood/Sheridan,IGA - PBC - Edgewater Library,6000 N Broadway,Public Building Commission,An intergovernmental agreement between the City of Chicago and the Public Building Commission,07/28/2011,,1125000,12054193,9.33,,48,Edgewater,1167176.574126726,1940014.135742834,41.990959238,-87.660442745,"(41.99095923823291, -87.660442745415)"
14772,Midwest,IGA - CPD - Garfield Park,100 N Central Park Av,Chicago Park District,Intergovernmental Agreement with Chicago Park District and City of Chicago.,06/25/2021,,8900000,8900000,,,28,East Garfield Park,1152446.686084639,1900689.923393381,41.883355322,-87.715665232,"(41.88335532231401, -87.71566523159699)"
1509,Harrison/Central,Loretto Hospital,645 S Central Av,Loretto Hospital,"Located in the Austin community, the project consists of expanding and renovating the existing Emergency Department (ED) and Main Lobby / Entrance on the first floor of the hospital building. Both areas occupy the east end of the 1969 addition to the Hospital and will require multi-phased construction to maintain the 24/7 occupancy. The approximately 4,375 square feet ED building addition will be located on the east side of the hospital at the first floor as a one-story portion. Parking will be expanded and reconfigured to provide for better on-site traffic and patient flow.  New larger entrance canopies will afford much needed protection and separation for patients, staff and vehicles.",05/14/2008,,7500000,23952000,31.31,,29,Austin,1139194.667944066,1896491.517765343,41.87208577,-87.764430347,"(41.87208576989947, -87.76443034735553)"
15020,Archer/Western,IGA - CBE - Holden Elementary School,1104 W 31st St,Chicago Board of Education,"Located in Bridgeport, the TIF IGA will be used for roof/masonry and chimney stack reduction.",10/14/2021,,3725000,3725000,,,11,Bridgeport,1169423.886885715,1884309.812539948,41.838054733,-87.653800024,"(41.838054733366924, -87.65380002395295)"
12295,Western Avenue North,IGA-CBE-Chappell ADA Phase III,2135 W Foster Av,Chicago Public Schools,"Chappell Elementary School is located in the Lincoln Square Community Area.  Rehabilitation to the school includes a new elevator and lift; replacement of all classroom doors; upgrade bathrooms and the creation of unisex toilets; creation of ADA student stations in classrooms; system upgrades to plumbing, the fire alarm system and security system and improve the lighting in science classrooms.",06/28/2017,,760137,760137,100,,40,Lincoln Square,1161016.901685701,1934466.544841104,41.975867003,-87.683254378,"(41.97586700298142, -87.68325437820378)"
11100,Near North,IGA - CBE - Walter Payton HS Annex,1034 N Wells St,Chicago Public Schools,An intergovernmental agreement between the City of Chicago and Chicago Board of Education for construction of a three story addition to Walter Payton High School.,09/24/2015,,20000000,20000000,100,,27,Near North Side,1174484.637777332,1907490.081862483,41.901551566,-87.634537445,"(41.90155156567868, -87.63453744491137)"
1273,Roosevelt/Homan,Theatre - ICE Plitt - Roosevelt Homan,3330 W Roosevelt Rd,"Plitt/ICE Lawndale, L.L.C.","Located in North Lawndale community area, the project constructed a 40,000 square foot movie theater.",03/19/1997,,3335611,10353000,32.22,,24,North Lawndale,1154201.164353242,1894550.711596759,41.866473847,-87.709386513,"(41.86647384666724, -87.70938651305953)"
1543,"Western Avenue South,Western Avenue South",N. Center Sr. - Park - TACH,4040 N Oakley Av,TACH Development Company LLC,"Located in the North Center community, the project developed two park.  The Central Green Park is 20,000 square feet and Corner Park is 7,600 square feet.  Both parks include grassy open areas, walkways, benches, lighting, landscaping, and a fountain.",03/12/2008,11/06/2019,1165000,2468000,47.2,,47,North Center,1160265.99481534,1926956.208997887,41.955273874,-87.686224336,"(41.95527387396927, -87.6862243362722)"
1333,"Midwest,Ogden/Pulaski",Lawndale Restoration Apts,4118 W 15th St,"Lawndale H&A Bond, LP, and Lawndale H&A Bond Development, LLC","Located in North Lawndale community area, the project included the rehabilitation of 66-units in four buildings which are part of a larger ten building 170-unit project.  The entire projects consists of affordable multi-family rental units.",09/27/2007,04/27/2010,8950000,28796475,31.08,170,24,North Lawndale,1149052.816460861,1892430.336546797,41.86075641,-87.72834162,"(41.86075640952147, -87.72834161971072)"
1049,Stockyards Annex,815 W. Pershing,815 W Pershing Rd,"GFP Alliance Chicago, LLC","Located in the New City Community, 815 W. Pershing improves a recently constructed 104,000 square foot industrial building.  The industrial facility includes warehouse and distribution center which has tenants that include:  2020 Exhibits, Goodman Distribution, and US Government Drug Enforcement Agency.",10/31/2012,12/09/2013,917000,15115468,6.07,,11,New City,1171441.357841755,1878963.654494673,41.823340347,-87.646553847,"(41.82334034722429, -87.6465538473693)"
12417,53rd Street,IGA - CBE - ADA - Kenwood Academy III,5015 S Blackstone Av,Chicago Public Schools,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,09/01/2017,,246790,246790,100,,4,Kenwood,1186813.04651228,1871954.152407077,41.803754791,-87.590383945,"(41.80375479070232, -87.59038394544353)"
11043,63rd/Ashland,IGA - CBE - Lindblom Academy,6100 S Winchester Av,Chicago Public Schools,Lindblom High School Parking Lot,08/12/2013,,500000,2100000,23.81,,16,West Englewood,1164364.22794486,1864173.166471642,41.782905776,-87.672934077,"(41.78290577596, -87.6729340773917)"
10776,Pilsen Industrial Corridor,IGA - CPD - Dvorak Park,1119 W Cullerton St,Chicago Park District,An intergovernmental agreement between the City of Chicago and Chicago Park District.,03/18/2015,,996438,1596438,62.42,,25,Lower West Side,1169344.83783134,1890530.074482779,41.855125399,-87.653909513,"(41.85512539908426, -87.65390951290289)"
15034,Midwest,IGA - CBE - Sumner ES Fire Alarm Replacement,4320 W Fifth Av,Chicago Board of Education,"Located in West Garfield Park, the TIF IGA with Chicago Board of Education includes a fire alarm replacement.",10/14/2021,,220000,220000,,,24,West Garfield Park,1147607.199666976,1896098.170395592,41.870849224,-87.733554136,"(41.8708492240888, -87.73355413576171)"
